Place_Name,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Noise_Level_dB,Air_Quality_Index,CO2_Emission_gkm,Fuel_Consumption_L,Road_Width_m,Lane_Count,Visibility_m,Comments
Rasipuram Rd,NH,,Sunny,6026,3813,11876,3145,,1289,5713,6,532,1290,-7.4,144,8,53.1,299,599.6,5.61,19.7,0,253,
Rasipuram Rd,city road,weekday,Foggy,2299,2035,1482,1134,Yes,5630,5086,638,835,3061,37.6,-5,3,43.6,230,272.7,75.85,7.6,0,1099,Heavy traffic
Paramathi Rd,City,weekday,Clear,1071,1961,11405,533,,2728,108,434,50,1518,38.0,306,-1,84.5,79,623.6,56.34,4.7,6,510,
Salem road,,weekday,Foggy,4688,76,11659,-11,N,1338,3602,2819,151,1985,87.1,111,2,59.6,260,233.9,47.04,14.2,6,1058,Heavy traffic
Namakkal Town,SH,,Clear,2758,7468,11891,625,No,3473,4800,1042,109,2413,83.7,396,9,51.9,494,492.1,8.18,16.6,4,1240,Accident zone
Paramathi Rd,,Weekday,Rainy,836,6961,5941,229,N,3014,2808,2094,350,1190,40.1,70,7,65.9,400,152.3,24.81,14.3,2,940,
Paramathi Rd,SH,Weekday,Sunny,7719,2469,948,3447,Y,710,68,1060,556,2878,20.4,118,-1,68.1,438,157.6,20.16,16.6,4,454,
Namakkal Town,city road,weekday,Rainy,7500,3835,10092,680,Yes,4348,3635,2745,3,2747,54.6,345,2,59.0,88,621.8,29.63,19.6,7,753,
Tiruchengode Road,NH,,Clear,4457,2000,1327,3178,No,882,2678,3741,211,2993,13.4,193,5,92.0,381,236.4,58.78,6.3,7,206,
Namakkal Town,NH,Weekday,,3893,415,2776,1820,No,6098,3285,2878,597,132,66.6,454,2,58.4,153,234.7,48.04,14.4,2,1627,Signal issue
Rasipuram Rd,city road,,Clear,5550,6043,10091,2166,Y,3009,5218,3822,185,2079,74.9,281,1,62.1,305,466.0,66.27,9.6,0,1544,Accident zone
,,Weekend,Sunny,7862,4134,9029,3331,N,3739,4485,765,657,2071,49.7,346,-1,57.7,276,320.1,56.43,12.8,4,71,
Paramathi Rd,city road,Weekday,Foggy,6263,7715,10421,2552,No,8753,5205,300,178,1233,87.2,230,1,110.2,101,575.2,13.79,11.3,1,303,Accident zone
Salem road,city road,,,2088,6317,3221,577,Y,3966,1162,1599,398,2793,86.3,100,5,110.1,200,169.3,11.0,5.7,0,843,Signal issue
,NH,Weekend,Sunny,6370,3265,8674,3495,Yes,7552,2894,1185,243,2766,78.5,457,0,47.7,266,335.3,19.39,5.8,3,1157,Signal issue
Tiruchengode Road,NH,Weekend,Sunny,3308,2511,5601,2817,,6648,3144,93,489,500,41.9,383,4,75.2,435,648.2,39.88,16.5,4,494,
,Rural,Weekend,Sunny,6014,5893,3308,1874,N,82,1657,1227,83,2941,9.8,440,4,63.9,300,328.4,15.56,15.4,3,1036,
Paramathi Rd,,,Rainy,1525,8288,11908,3959,Y,8991,4896,2442,679,961,34.0,4,0,42.4,104,539.0,78.68,4.7,3,210,Signal issue
,City,Weekday,,-30,3322,1306,3266,N,6804,2256,523,782,35,62.8,393,4,93.0,276,567.2,30.88,5.8,6,755,Heavy traffic
,Rural,weekday,Clear,2845,4907,9379,3265,Y,8324,4335,3716,341,164,17.8,430,-1,65.6,245,130.7,10.97,5.5,7,1518,Signal issue
Tiruchengode Road,Rural,Weekday,Rainy,3264,7488,4232,2639,N,5558,259,1787,505,1819,79.1,224,8,94.7,335,605.3,70.39,12.2,5,1598,Accident zone
Namakkal Town,SH,Weekday,Clear,1581,4729,5549,871,Y,858,-125,3136,616,171,32.5,-4,9,117.7,73,133.4,57.58,19.2,5,1454,Accident zone
Namakkal Town,SH,weekday,Foggy,6947,2691,4090,3069,Y,1061,2507,2243,424,1534,24.0,384,3,108.3,410,482.0,34.35,17.8,1,1825,Heavy traffic
Tiruchengode Road,SH,,Clear,1631,7746,11903,2609,N,5800,3444,3205,383,999,11.5,197,7,61.0,173,644.3,74.8,16.0,1,1338,
Namakkal Town,NH,,,3051,7635,4707,2383,No,2309,483,2021,104,3151,65.8,150,0,62.0,81,240.4,13.47,9.7,5,311,
Tiruchengode Road,SH,Weekday,Sunny,1569,1909,5098,3152,Y,604,316,305,342,3022,14.0,247,0,114.2,367,517.6,5.43,3.1,7,1772,
Salem road,city road,,Sunny,724,5924,4584,989,,1508,374,570,636,2078,44.2,373,8,95.9,255,91.8,28.95,12.4,6,1735,
Paramathi Rd,Rural,Weekday,Clear,1685,1152,676,1197,N,2772,1525,-90,633,2385,42.0,439,1,41.6,195,404.1,23.32,12.1,1,640,Heavy traffic
Namakkal Town,Rural,weekday,Foggy,1944,7569,5452,1213,Yes,7622,958,1238,551,3128,87.9,276,1,109.9,65,157.3,17.4,10.2,3,1786,Signal issue
Salem road,city road,,Clear,5128,6467,6993,506,No,83,5996,2732,320,771,57.6,358,3,65.3,272,179.9,11.44,12.3,7,1686,Signal issue
Salem road,Rural,,,2368,8961,9998,248,Yes,2139,1517,350,634,2334,77.1,83,-1,57.1,442,480.4,47.29,17.2,5,1932,Accident zone
Namakkal Town,NH,,Rainy,6089,8508,11091,25,Y,7648,2761,406,357,2246,-8.7,375,8,52.5,462,522.3,56.68,4.1,2,1545,Signal issue
Tiruchengode Road,City,weekday,Sunny,6374,1798,10800,1385,,-60,1099,391,865,2758,85.8,225,9,66.9,440,237.6,69.06,8.9,3,1216,Heavy traffic
Tiruchengode Road,NH,Weekday,Foggy,1546,8592,8974,2635,Yes,4793,4346,1805,238,1329,11.7,281,6,111.9,454,288.5,60.99,13.2,1,1922,Heavy traffic
Namakkal Town,city road,Weekend,,3597,1642,6605,93,,7647,2846,1542,342,1285,50.2,-18,-2,69.0,294,502.0,16.4,15.7,3,931,Signal issue
Namakkal Town,City,Weekend,Foggy,5075,3959,5842,930,No,4730,4571,1800,596,959,0.2,146,-2,68.3,85,292.3,77.8,11.1,7,1507,
Namakkal Town,,Weekday,Rainy,5444,369,109,3362,Y,725,4809,1169,139,2540,79.3,-11,2,115.8,402,89.5,56.24,7.8,2,1181,Heavy traffic
Tiruchengode Road,city road,weekday,Rainy,5474,8824,2058,1673,Yes,1079,422,227,685,1369,16.8,420,-2,55.9,235,634.6,75.33,7.1,1,1553,Signal issue
Namakkal Town,city road,Weekend,Clear,2875,268,50,692,No,7668,-93,2205,754,3306,-3.8,246,0,104.9,199,613.9,65.99,8.0,2,58,Signal issue
,,weekday,Sunny,2683,2684,167,1423,No,5105,4282,3707,5,3386,15.5,220,4,105.2,159,322.8,73.84,8.2,4,929,Accident zone
,City,Weekday,Foggy,2057,2192,5233,1558,,4251,1117,57,124,2706,88.1,321,0,91.6,123,105.2,0.88,14.3,5,1547,Accident zone
Salem road,City,Weekday,Sunny,4826,1642,292,2652,N,2448,4802,1074,624,189,40.6,177,0,45.2,53,289.3,19.71,6.6,6,53,
,Rural,Weekend,Rainy,-71,1627,3159,1457,,44,1452,1483,176,2143,72.9,164,6,58.4,492,362.0,7.1,8.2,4,1253,Signal issue
Rasipuram Rd,City,weekday,Sunny,1306,6250,2269,2120,,2066,6481,564,134,851,47.6,259,-1,106.0,236,357.2,74.55,12.5,6,1992,
Salem road,,weekday,Clear,1327,1221,10036,486,,5938,1460,1993,689,476,87.6,84,3,69.0,277,166.5,57.09,7.9,3,115,Accident zone
Tiruchengode Road,City,,Rainy,6019,1583,5543,1958,N,615,2162,389,610,1765,27.2,332,4,115.7,294,561.5,-2.66,11.8,5,775,
Tiruchengode Road,Rural,,Foggy,2934,7931,3812,101,N,5304,1678,2498,303,1801,3.0,25,1,111.5,132,426.2,54.94,9.0,5,304,Accident zone
Rasipuram Rd,,weekday,Clear,4052,6664,11040,3424,Y,8035,4451,3634,706,1271,31.0,327,-2,45.6,299,406.1,72.41,12.2,6,1273,
,,Weekday,Foggy,2594,7563,4707,1345,,78,37,1159,813,1460,66.8,276,9,101.4,325,249.8,5.24,9.5,6,223,
Tiruchengode Road,SH,Weekday,Sunny,4606,7147,5577,3001,No,1418,1443,557,224,424,49.5,252,4,70.6,209,215.8,0.29,9.7,4,1979,Signal issue
Paramathi Rd,SH,,Sunny,3862,8821,7273,2135,No,2952,4635,3052,314,1634,32.0,227,-2,68.3,499,514.1,77.89,8.1,5,1025,Heavy traffic
Rasipuram Rd,Rural,Weekend,Sunny,5072,7375,7513,366,No,3319,6143,2070,276,3169,67.0,15,4,43.6,293,227.8,8.83,18.7,5,88,Signal issue
Salem road,SH,Weekend,Rainy,5652,432,2932,30,No,1156,4432,846,443,3007,22.9,418,6,115.5,362,416.9,28.43,15.1,1,220,
Salem road,,Weekday,Foggy,5317,5017,5780,309,Yes,7189,3334,1731,731,2258,59.6,49,7,77.2,333,87.8,11.45,15.3,1,926,Signal issue
Rasipuram Rd,NH,weekday,Rainy,2111,7102,5411,2263,Yes,8042,2021,1924,269,1930,34.2,496,6,89.6,285,607.2,19.22,3.3,6,1796,
Paramathi Rd,,weekday,Clear,5762,8039,8976,1096,Yes,6900,2634,1327,394,2074,60.2,17,5,113.7,221,511.3,46.07,14.5,2,1484,Heavy traffic
Namakkal Town,City,,Clear,2265,1501,6232,357,Y,5010,4159,1208,649,1429,41.9,276,3,44.5,52,140.4,67.76,7.5,3,728,Heavy traffic
Rasipuram Rd,,Weekend,Foggy,6723,710,6444,1420,Y,3156,2822,3097,221,878,30.0,59,0,80.7,166,256.2,34.69,13.1,1,678,
Rasipuram Rd,NH,weekday,Clear,296,1741,5470,986,N,662,707,1427,331,2603,64.5,51,9,50.1,208,296.9,76.56,10.9,6,809,Signal issue
,City,weekday,Sunny,3095,6774,11043,2887,Y,1265,5865,3127,829,1067,30.9,90,7,82.1,220,589.9,30.77,4.5,7,787,Heavy traffic
,NH,,,728,8991,7390,1236,,202,3718,747,292,1600,81.3,270,5,65.2,105,305.9,47.48,4.8,3,785,Heavy traffic
Rasipuram Rd,NH,weekday,Foggy,5700,7537,4439,1548,N,1837,3956,560,899,2800,25.0,218,-1,88.3,454,92.2,52.93,9.4,3,942,
Paramathi Rd,SH,Weekday,Sunny,1429,148,2646,1879,Yes,4476,2955,909,849,3016,88.7,235,-1,54.2,372,284.5,37.69,19.3,7,1289,Accident zone
Salem road,Rural,,Sunny,1875,5893,6593,2634,Yes,3550,273,1306,231,2321,-4.0,116,7,77.2,279,284.7,71.94,13.3,2,1389,
Salem road,Rural,Weekday,Clear,1057,8628,10863,1385,N,4994,1956,3005,368,779,1.1,447,3,108.2,185,512.2,43.93,15.2,5,1039,
,SH,,Clear,7964,2456,10174,993,N,1482,1008,2801,891,969,80.6,322,-2,71.9,101,402.2,30.28,9.6,3,1951,Accident zone
,City,,,6940,4966,9176,3542,No,1982,6519,1912,116,323,68.4,300,0,60.3,193,549.6,42.11,7.0,1,583,
Namakkal Town,SH,Weekday,Clear,-141,408,2022,2400,,5841,6364,3358,244,1646,41.4,40,6,95.5,304,502.6,61.46,9.4,3,414,
Rasipuram Rd,SH,,Sunny,6020,728,9147,2390,,7958,6703,944,715,1588,70.5,367,0,87.3,42,324.1,16.17,11.7,1,1325,Signal issue
Rasipuram Rd,City,weekday,,3369,3764,6718,1355,Yes,-31,3423,2289,112,1195,2.4,198,4,57.4,399,143.0,54.65,5.4,7,185,Accident zone
Paramathi Rd,SH,weekday,Clear,6577,1773,8393,268,Yes,2375,2797,3265,882,2759,42.7,127,1,73.4,74,208.1,69.46,6.1,5,1068,
Namakkal Town,SH,Weekday,Clear,1330,4980,1021,1851,,7786,2595,857,460,3252,89.0,444,2,78.3,408,90.1,32.33,18.9,3,740,
,,Weekend,,6004,8295,10702,786,Yes,8678,6949,3245,378,1655,66.8,98,1,61.7,411,427.4,36.67,8.8,0,1624,
,city road,weekday,,-154,36,10800,451,Y,2148,4590,1857,5,1735,29.3,434,1,101.3,81,277.2,-0.48,4.4,6,211,
Paramathi Rd,SH,,,954,8927,10019,2092,Yes,5622,518,3554,713,1249,-0.9,47,1,85.7,189,83.1,39.21,18.3,1,1304,Heavy traffic
Tiruchengode Road,,Weekend,Sunny,5723,554,9016,3162,Yes,1170,4798,1477,560,947,49.1,43,0,62.5,265,492.1,33.85,4.6,6,1732,Accident zone
Rasipuram Rd,city road,Weekend,Sunny,1455,8054,872,562,Y,4025,4761,1651,820,1377,62.0,54,8,89.5,444,551.9,71.52,6.5,6,272,Signal issue
Paramathi Rd,Rural,Weekday,Clear,6397,7128,9749,1865,,6025,4156,3500,436,438,79.7,184,7,63.8,126,133.8,69.87,19.3,4,701,
Namakkal Town,Rural,,Clear,7130,7882,5553,3377,,6536,3685,19,679,3417,85.2,406,4,108.1,363,374.1,-4.8,11.3,3,657,
,city road,,Rainy,4530,1632,3142,1377,No,5417,6112,2163,92,924,4.2,459,2,65.7,168,401.1,34.62,3.5,0,1989,Accident zone
Rasipuram Rd,Rural,Weekday,Rainy,1774,4372,8811,3276,No,8841,3801,2277,32,1300,46.5,-22,6,104.9,154,211.6,7.39,19.5,3,1937,
Salem road,Rural,,Clear,-108,5419,4262,1769,Y,6738,2455,2681,381,3078,40.2,274,4,102.5,189,132.6,34.79,18.7,5,1385,
Paramathi Rd,city road,Weekday,Foggy,7761,8875,1033,3007,Yes,4976,6813,714,806,1134,25.8,34,0,76.0,37,382.8,57.82,5.1,5,1656,Signal issue
Paramathi Rd,Rural,Weekday,,207,598,9940,2496,Yes,349,2788,1195,195,454,35.1,416,1,40.4,265,505.2,58.45,5.5,7,1308,
,SH,Weekend,Foggy,7948,1360,5340,1062,,6997,2144,520,292,94,20.2,304,8,79.5,239,307.8,70.22,10.4,5,1194,
Namakkal Town,,Weekend,Sunny,240,6190,10015,2470,No,3544,1152,3428,738,1,5.3,393,8,101.4,352,237.3,28.28,9.9,4,107,Heavy traffic
Rasipuram Rd,SH,weekday,Rainy,6062,172,4419,153,No,417,1012,2822,776,1547,15.1,399,6,94.1,73,416.5,36.09,10.7,3,149,Signal issue
Paramathi Rd,SH,Weekend,Clear,6263,2722,9629,3580,No,1539,6325,3501,718,2362,16.2,66,6,115.1,451,351.9,41.83,8.2,0,385,Signal issue
,,,,1857,2504,7642,2275,,1176,1179,60,595,578,-6.3,15,5,56.1,180,581.0,37.0,7.0,1,1953,Signal issue
Tiruchengode Road,Rural,,Foggy,7702,138,5548,2392,No,5908,5644,3801,6,1971,60.5,243,8,104.5,265,436.4,55.95,4.0,5,1689,Accident zone
Salem road,NH,,Clear,7904,7339,8169,161,Yes,2621,1591,3040,568,2511,38.5,265,2,108.7,131,451.4,6.21,17.3,1,1977,
,Rural,Weekend,,7891,8410,9916,88,Yes,4371,1702,2230,746,2884,3.2,171,6,76.6,477,158.5,13.43,11.8,0,822,Accident zone
Tiruchengode Road,City,Weekday,Foggy,4992,8411,2690,3481,Y,6938,4845,1722,470,3441,55.6,368,7,64.3,422,481.0,10.96,3.4,3,1905,Heavy traffic
Paramathi Rd,SH,Weekend,Sunny,3361,8431,7786,663,N,6355,6344,2820,397,2348,64.2,402,2,119.2,497,523.6,13.71,11.8,0,1470,
Paramathi Rd,Rural,weekday,Clear,3730,4909,3461,1601,Yes,1094,1275,222,58,187,45.9,391,-2,108.9,285,448.5,14.72,15.6,6,1533,Heavy traffic
Salem road,City,Weekday,Foggy,7993,7150,2050,882,Yes,1608,6766,3858,288,3253,2.9,14,6,116.2,156,236.7,54.44,17.4,3,1414,Accident zone
Rasipuram Rd,,,Clear,1310,4030,4237,2742,Y,170,6565,3700,820,3344,25.5,383,1,66.1,29,521.8,79.58,4.3,4,1245,
Tiruchengode Road,NH,Weekend,Sunny,4993,4788,10888,320,N,6922,3827,-28,619,2829,85.8,397,-2,96.6,368,362.3,-0.92,4.5,4,924,Signal issue
Rasipuram Rd,SH,Weekday,,6258,6674,9668,588,N,5707,2194,1846,238,610,6.5,219,2,115.0,75,95.1,27.16,19.8,6,731,Heavy traffic
Rasipuram Rd,SH,weekday,,1407,5746,6777,781,No,492,506,692,374,1703,-7.4,464,-1,61.8,147,416.9,55.07,8.1,5,1777,
Salem road,NH,Weekday,Clear,2644,4455,1833,1705,Y,5171,5959,1840,-16,1307,13.2,190,7,63.6,499,200.2,29.45,7.8,6,1255,Signal issue
,,Weekday,Rainy,6324,539,6611,1022,,-105,5082,2383,235,3172,58.4,272,2,67.3,478,244.6,58.34,18.5,3,667,
Paramathi Rd,city road,Weekend,Foggy,6628,6576,3464,2860,N,-79,6856,1002,527,2449,70.3,473,8,103.2,272,388.8,68.22,4.9,7,1136,
Salem road,Rural,,Foggy,7571,2231,5950,231,,7373,2785,-36,81,808,14.5,437,5,46.8,333,137.1,56.42,5.9,3,1288,
,Rural,Weekday,Sunny,354,5515,1400,1995,Yes,4806,2973,3654,879,1769,78.5,-16,8,100.5,364,368.3,-1.71,8.8,6,1363,
,Rural,Weekday,Rainy,229,5061,7638,1208,N,5851,2228,2423,408,776,50.4,379,2,62.9,410,430.6,71.84,9.7,7,888,Accident zone
Paramathi Rd,Rural,Weekend,Foggy,7673,4412,7498,1881,Y,6149,6255,171,254,1990,37.6,48,4,58.7,88,574.6,44.11,14.7,4,485,Heavy traffic
,,weekday,Sunny,3164,-117,4135,2033,No,2832,286,581,333,988,39.7,391,5,98.9,113,335.7,31.81,15.5,4,254,Signal issue
Namakkal Town,,weekday,,7419,3557,10895,2195,Yes,4132,177,2111,819,260,50.5,42,3,64.2,53,574.1,41.61,18.0,0,65,
Namakkal Town,Rural,Weekday,Sunny,6332,8129,11750,3712,Yes,8543,3491,3184,-2,3023,14.6,241,-1,48.7,229,499.8,-2.49,13.7,3,222,Accident zone
Tiruchengode Road,Rural,weekday,Foggy,6096,3454,951,1379,,2203,5285,446,770,684,9.5,271,2,60.2,227,377.2,24.47,12.4,0,1628,
Paramathi Rd,NH,Weekday,Foggy,5103,8147,10328,3871,Yes,4489,5624,1692,886,1621,39.0,444,5,88.6,200,649.5,-1.58,5.8,5,1197,
Namakkal Town,City,,,7340,146,8839,881,N,6880,181,3958,803,2881,10.9,267,1,42.8,475,331.5,31.62,16.3,7,1594,
Rasipuram Rd,NH,Weekday,Rainy,7754,6058,10156,1976,No,2511,304,1906,300,866,38.8,36,1,83.8,252,272.6,34.07,8.6,5,446,Signal issue
Paramathi Rd,city road,Weekday,,4812,6577,8873,2669,N,294,1257,-67,842,897,20.9,489,8,108.7,129,82.4,55.45,12.4,0,1889,
Salem road,Rural,,,6209,3722,3866,2312,No,6087,4127,2009,334,2459,7.6,306,1,76.6,425,107.0,4.39,16.4,4,990,Accident zone
Paramathi Rd,NH,,Foggy,6906,6398,4485,578,,4661,4592,1113,-20,414,3.7,490,0,68.4,335,445.2,27.14,15.9,4,900,Accident zone
Rasipuram Rd,NH,,Foggy,6865,3741,5935,3212,N,5971,5104,1672,689,1424,29.7,141,1,52.8,92,244.8,10.03,4.5,4,1507,
Salem road,,Weekend,Foggy,7208,903,8673,2407,Yes,-91,4885,1475,438,2052,39.7,230,5,119.8,324,647.1,-0.19,18.2,0,930,Signal issue
Paramathi Rd,NH,Weekday,Clear,522,8240,5526,2576,Yes,4665,5566,874,554,1307,89.5,411,4,84.2,58,410.0,16.59,12.5,3,1376,Heavy traffic
Tiruchengode Road,city road,,Clear,5254,1059,8927,747,No,2224,3932,2530,133,2441,31.4,32,4,67.9,179,480.6,35.1,7.2,0,212,Signal issue
Salem road,SH,,Foggy,4435,5593,3516,2044,,4693,2640,809,317,225,73.2,15,6,96.5,153,277.0,46.98,11.5,6,1718,
Tiruchengode Road,SH,,,2210,545,10217,1399,No,4676,2455,3807,708,2935,65.8,480,6,71.6,222,455.9,72.76,12.4,4,987,Signal issue
Salem road,City,Weekend,,5949,6029,10450,1182,Yes,7823,3008,912,255,1127,82.3,161,0,101.8,324,81.8,31.96,3.9,2,890,Heavy traffic
Tiruchengode Road,Rural,,Sunny,6972,1434,4363,96,,2301,2224,467,88,1067,63.7,182,-2,116.8,22,226.9,57.9,14.4,1,201,Accident zone
Paramathi Rd,SH,Weekday,Clear,30,3328,8809,1977,,7297,1624,530,361,3208,47.5,83,6,87.2,155,304.8,44.78,8.2,4,1497,
Salem road,NH,Weekday,Foggy,7737,7771,5218,2627,Y,4413,369,3993,236,1930,42.7,198,2,111.0,476,212.4,55.32,12.6,1,1646,Signal issue
Paramathi Rd,,Weekday,Rainy,2106,3315,7792,3749,Yes,5231,2460,3102,740,1785,9.5,342,9,43.0,162,355.2,12.41,20.0,5,817,Heavy traffic
Namakkal Town,city road,Weekday,Clear,7689,6140,6458,223,N,6573,5032,2760,294,407,87.5,388,0,113.2,44,613.0,13.54,6.9,7,441,Accident zone
Tiruchengode Road,City,,Sunny,3400,4245,9744,1401,Yes,2507,2884,1189,804,39,80.0,60,3,62.2,495,361.0,59.26,3.9,2,79,
,Rural,,Sunny,2392,8431,3065,574,N,446,5295,3192,29,1864,51.6,104,3,102.1,447,496.7,52.56,7.0,3,927,Signal issue
,,weekday,Foggy,1877,6515,4663,3017,,6924,1933,1894,172,2977,86.8,-13,-2,77.8,122,219.6,48.66,15.4,1,1505,Heavy traffic
Namakkal Town,city road,Weekday,Rainy,1861,2791,166,1827,Y,5570,398,2970,701,3294,11.8,24,6,67.8,401,373.0,75.99,18.6,4,1472,Heavy traffic
Paramathi Rd,NH,weekday,Foggy,2541,7260,9969,1143,Yes,4679,683,2244,275,2651,65.8,492,6,112.6,117,602.0,7.39,13.3,6,1471,
Namakkal Town,NH,Weekend,,4140,7838,770,1696,,-118,5570,1394,-1,2123,12.4,272,-1,65.1,444,200.2,0.64,18.2,4,864,Signal issue
Rasipuram Rd,Rural,Weekend,,3000,5660,11338,3401,No,6831,680,598,229,775,26.7,319,6,96.4,492,503.5,34.62,15.2,4,341,
,SH,Weekend,Clear,5070,3803,1089,2263,No,1846,1670,2096,349,876,39.9,71,-1,72.2,86,113.6,-0.34,6.2,5,102,
,Rural,weekday,Clear,2491,1175,6443,1193,Yes,7056,3787,485,218,3273,33.3,388,0,94.9,248,118.4,62.71,9.9,4,1288,
Tiruchengode Road,,weekday,Sunny,3092,6663,5356,38,Y,8909,696,2744,271,2250,77.5,370,9,42.8,24,352.4,55.49,13.9,5,1266,Signal issue
,SH,Weekday,,7244,895,1412,307,,4818,1426,128,6,92,42.5,168,3,60.7,177,286.3,38.94,8.4,3,1885,
Tiruchengode Road,city road,,Rainy,163,7069,4400,1680,Y,7761,4706,3064,360,2028,63.6,418,4,91.9,30,606.6,14.93,19.3,5,1691,
Salem road,Rural,,Foggy,5101,1848,11839,1288,,1432,4522,2609,122,993,33.3,358,-2,96.4,79,548.2,22.02,11.8,2,1044,
Salem road,City,,,3960,2768,4921,3720,Yes,4520,3872,2042,625,2791,2.2,118,6,74.0,112,92.2,49.91,13.0,3,1364,Heavy traffic
Paramathi Rd,City,Weekday,Sunny,4714,8308,8429,629,No,5094,4453,2351,838,1762,75.1,205,3,107.9,369,401.2,69.08,10.8,0,530,
Rasipuram Rd,City,,Rainy,7235,7908,8543,3616,Yes,1377,4362,1630,645,3273,32.7,3,5,44.1,37,239.0,46.2,5.8,7,935,Accident zone
Rasipuram Rd,City,,Sunny,4642,2661,5363,985,Y,960,5130,2588,572,1543,67.5,485,6,106.6,265,364.1,23.1,3.0,0,1772,Accident zone
Rasipuram Rd,city road,weekday,Sunny,-91,344,1243,3041,Yes,1575,3253,2956,607,2455,55.3,64,5,54.6,259,524.6,68.3,8.7,3,1414,Accident zone
Rasipuram Rd,,,Clear,1325,6286,552,3647,,1660,6658,42,408,2843,82.6,408,5,63.3,118,547.2,23.72,7.1,5,493,
Rasipuram Rd,city road,Weekday,Rainy,408,3045,9790,2675,No,1397,17,1241,24,188,54.8,-19,9,74.0,193,231.4,55.02,15.8,1,902,
Paramathi Rd,City,Weekend,Foggy,4964,2977,2079,3445,Y,3459,1144,548,319,2966,84.2,150,9,49.9,301,646.8,36.98,4.2,2,615,
Rasipuram Rd,Rural,,Foggy,3575,3836,5149,1198,Yes,707,4097,3189,-7,-20,75.7,449,5,66.6,408,205.9,78.21,12.3,7,1999,Heavy traffic
Tiruchengode Road,city road,weekday,,4155,3767,9781,3749,No,3598,4187,2438,484,1985,61.3,193,9,105.0,450,343.8,29.08,14.6,4,1936,Accident zone
Paramathi Rd,city road,weekday,Foggy,236,2792,8974,1205,Yes,8243,4391,1305,799,259,73.6,246,7,49.3,496,223.5,-4.55,3.7,0,1922,Signal issue
Salem road,SH,,Clear,2814,511,1155,1974,Yes,8506,463,583,110,465,29.2,42,5,43.6,443,237.8,6.59,7.3,1,1267,Accident zone
Salem road,city road,,Foggy,-116,194,11809,3483,Yes,7909,3331,1525,254,2204,-7.3,279,1,84.1,312,99.6,13.92,10.2,3,302,Signal issue
Rasipuram Rd,SH,Weekday,Rainy,6618,499,11747,2802,,6608,6229,2088,567,1902,0.6,159,3,108.3,301,501.9,14.77,7.4,6,1749,
Paramathi Rd,SH,,,986,7277,10204,385,Y,145,3865,2658,626,2946,41.9,118,5,40.9,402,618.8,31.92,16.9,5,162,Signal issue
,,Weekend,Rainy,5560,4204,4699,123,Yes,5044,5131,2142,845,1266,78.3,48,6,55.5,31,474.5,40.67,12.2,7,1418,Heavy traffic
Namakkal Town,,weekday,,-76,8662,1489,1719,No,457,1598,1308,653,2562,-2.4,22,-2,45.4,278,186.8,49.64,5.0,1,521,Signal issue
Paramathi Rd,SH,weekday,,3360,-147,9650,3497,No,6800,4475,892,386,2447,76.4,255,5,77.3,356,271.4,22.17,5.9,1,226,Heavy traffic
Salem road,NH,Weekend,Rainy,7261,5122,1376,2947,Y,8063,1744,2616,90,392,50.6,327,4,71.2,21,241.9,53.17,16.5,6,1780,
,City,Weekday,Rainy,1924,3450,9781,1641,No,4285,1766,374,439,1001,34.7,401,9,81.6,72,355.4,54.33,17.3,4,1947,
Salem road,,,Foggy,6746,2830,5578,1878,Yes,7326,6577,522,364,3409,38.4,429,-2,99.4,292,355.6,49.57,3.9,7,468,Accident zone
Salem road,SH,Weekday,Sunny,2398,6236,7472,1348,Yes,3589,3545,2040,739,1821,9.4,-17,-1,86.9,341,562.3,37.55,7.0,6,1639,Signal issue
,NH,Weekday,Sunny,1581,3612,11906,3385,No,7649,5672,3332,872,3266,-0.4,430,9,41.8,72,94.6,36.68,8.6,6,1917,Heavy traffic
Salem road,NH,Weekday,Foggy,3617,6669,9551,2273,,3897,6193,1151,76,1649,15.5,453,7,74.5,406,632.0,76.64,15.3,0,1798,Accident zone
Tiruchengode Road,Rural,weekday,Foggy,466,106,9446,2393,,2697,2035,3749,111,2489,38.4,-21,9,112.4,128,624.1,54.35,12.1,7,357,Signal issue
Tiruchengode Road,SH,,Rainy,2271,984,11849,84,No,6758,590,3891,99,2780,26.0,248,0,91.1,324,138.9,77.66,6.5,1,1205,
Paramathi Rd,SH,weekday,Sunny,-194,3496,7626,297,Y,-271,1255,308,892,1672,74.1,202,1,61.6,96,350.3,58.15,13.7,3,313,Signal issue
Tiruchengode Road,NH,,Clear,7760,1676,8731,50,N,3761,813,1734,510,3222,48.5,63,-2,56.5,77,267.1,72.12,14.8,3,1711,Signal issue
Paramathi Rd,City,weekday,Sunny,4682,6892,4244,3818,No,2852,785,2538,50,2366,31.2,264,3,95.2,94,228.4,72.16,16.9,1,1101,
Salem road,,,,6212,6865,11657,878,N,344,4031,3844,546,1833,76.7,478,1,84.3,348,278.7,73.75,12.6,7,304,Heavy traffic
Paramathi Rd,Rural,,Sunny,7566,561,19,631,,4786,5755,3036,430,185,18.2,130,1,94.3,368,561.7,14.13,15.3,1,1785,Signal issue
